date,content sentiment score,title sentiment score
2015-01-01,0.095,0.0
2015-01-02,0.07875,-0.011249999999999998
2015-01-03,0.053000000000000005,0.0066
2015-01-05,0.0,0.0
2015-01-06,0.06833333333333334,-0.022333333333333334
2015-01-07,0.044000000000000004,0.0
2015-01-08,0.337,0.0
2015-01-09,0.077,-0.009142857142857144
2015-01-10,0.033625,-0.033375
2015-01-11,0.08176923076923079,0.009461538461538462
2015-01-12,0.06942857142857142,-0.046285714285714284
2015-01-13,0.07111111111111111,-0.1257777777777778
2015-01-14,0.012199999999999997,-0.050850000000000006
2015-01-15,0.13142105263157894,0.07031578947368422
2015-01-16,0.06161538461538463,0.05384615384615386
2015-01-17,0.122,0.0
2015-01-18,0.061999999999999986,-0.1274
2015-01-19,0.06222222222222223,0.04655555555555555
2015-01-20,0.07663157894736843,0.04573684210526316
2015-01-21,0.09349999999999999,0.034111111111111106
2015-01-22,0.07338461538461538,0.015384615384615385
2015-01-23,0.05964285714285715,0.015857142857142858
2015-01-24,0.1028,0.0849
2015-01-25,0.055299999999999995,0.1186
2015-01-26,0.10200000000000001,0.013600000000000001
2015-01-27,0.073875,0.0879375
2015-01-28,0.1082,0.10529999999999999
2015-01-29,0.10266666666666667,0.10316666666666667
2015-01-30,0.06766666666666668,-0.031749999999999994
2015-01-31,0.047999999999999994,-0.005333333333333333
2015-02-01,0.11890909090909091,0.006454545454545471
2015-02-02,0.105,0.142
2015-02-03,0.076,0.09
2015-02-04,0.045,0.02
2015-02-05,0.0677142857142857,0.047785714285714286
2015-02-06,0.09966666666666667,-0.038
2015-02-07,0.1322,-0.12
2015-02-08,-0.039,-0.1
2015-02-09,0.09259999999999999,0.048799999999999996
2015-02-10,0.0671,0.017500000000000005
2015-02-11,0.1048,-0.04
2015-02-12,0.05850000000000001,0.037500000000000006
2015-02-13,0.10625,0.12083333333333333
2015-02-14,0.046875,-0.029
2015-02-15,0.0905,0.0
2015-02-16,0.06199999999999999,-0.002285714285714286
2015-02-18,0.08883333333333333,0.075
2015-02-19,0.05024999999999999,-0.09183333333333332
2015-02-20,0.10677777777777778,-0.10544444444444444
2015-02-21,0.1341,0.135
2015-02-22,0.19399999999999998,0.0
2015-02-23,-0.10300000000000001,0.0
2015-02-25,0.1325,0.15
2015-02-26,0.07914285714285715,-0.0038571428571428567
2015-02-27,0.0723125,-0.036375000000000005
2015-02-28,0.044125,0.012499999999999997
2015-03-03,0.109,0.0
2015-03-04,0.11699999999999999,0.0
2015-03-05,0.1105,-0.125
2015-03-06,0.10221428571428572,0.028571428571428574
2015-03-07,0.026857142857142857,-0.05714285714285715
2015-03-08,0.04133333333333335,-0.06666666666666668
2015-03-09,0.07753846153846154,0.0763846153846154
2015-03-10,0.08113636363636366,0.07768181818181817
2015-03-11,0.04954545454545455,0.0409090909090909
2015-03-12,0.11424999999999999,0.078125
2015-03-13,0.09169999999999999,0.020000000000000007
2015-03-14,0.055200000000000006,0.0961
2015-03-15,0.0601,0.1
2015-03-16,0.05466666666666666,0.0040000000000000036
2015-03-17,0.08078571428571428,-0.06071428571428572
2015-03-18,0.05966666666666667,-0.11827777777777777
2015-03-19,0.06493333333333334,0.049066666666666675
2015-03-20,0.09363157894736843,0.01057894736842105
2015-03-21,0.08314285714285716,0.2634285714285714
2015-03-22,0.06292857142857143,-0.008714285714285718
2015-03-23,0.08188235294117646,0.022
2015-03-24,0.05900000000000001,0.07472727272727274
2015-03-25,0.06922222222222223,0.008944444444444446
2015-03-26,0.07723076923076924,0.033538461538461545
2015-03-27,0.08831250000000002,-0.06706250000000001
2015-03-28,0.021200000000000004,-0.0128
2015-03-29,0.06009090909090909,-0.02727272727272727
2015-03-30,0.06981818181818183,0.01809090909090909
2015-03-31,0.09910000000000002,0.0772
2015-04-01,0.08379999999999999,0.0225
2015-04-02,0.048749999999999995,0.04680000000000001
2015-04-03,0.08893750000000002,0.013375000000000008
2015-04-04,0.04587499999999999,0.04375
2015-04-05,0.055999999999999994,-0.0028333333333333314
2015-04-06,0.04,0.005650000000000005
2015-04-07,0.10815384615384617,0.17584615384615385
2015-04-08,0.08178571428571428,-0.010714285714285714
2015-04-09,0.07392857142857143,0.025571428571428575
2015-04-10,0.0661,-0.0317
2015-04-11,0.06683333333333334,0.03333333333333333
2015-04-12,0.03566666666666667,-0.044444444444444446
2015-04-13,0.044454545454545455,-0.005818181818181819
2015-04-14,0.09592307692307693,-0.024
2015-04-15,0.0625,-0.01265
2015-04-16,0.040187499999999994,-0.06231249999999999
2015-04-17,0.1386666666666667,0.0
2015-04-18,0.0902,-0.04
2015-04-19,0.07312500000000001,0.041999999999999996
2015-04-20,0.09452941176470588,0.13699999999999998
